video,frame,time_sec,time_hms,class_id,class_name,score,x1,y1,x2,y2,mask_area_px,img_w,img_h
7254,18,0.601,0:00:00,1,1,0.9776,725,355,827,562,20965,1000,600
7254,18,0.601,0:00:00,1,1,0.9711,585,339,696,575,26068,1000,600
7254,19,0.634,0:00:00,1,1,0.9961,611,8,823,128,23836,1000,600
7254,19,0.634,0:00:00,1,1,0.9959,44,366,206,551,29104,1000,600
7254,19,0.634,0:00:00,1,1,0.9941,380,365,521,563,26922,1000,600
7254,19,0.634,0:00:00,1,1,0.9757,725,354,830,559,21167,1000,600
7254,19,0.634,0:00:00,1,1,0.9734,585,339,695,576,25876,1000,600
7254,20,0.667,0:00:00,1,1,0.9964,611,7,824,128,24044,1000,600
7254,20,0.667,0:00:00,1,1,0.9962,44,364,208,558,30439,1000,600
7254,20,0.667,0:00:00,1,1,0.9943,381,365,521,563,27020,1000,600
7254,20,0.667,0:00:00,1,1,0.979,725,355,828,562,21144,1000,600
7254,20,0.667,0:00:00,1,1,0.973,586,339,697,575,25900,1000,600
7254,21,0.701,0:00:00,1,1,0.9967,43,370,211,563,31827,1000,600
7254,21,0.701,0:00:00,1,1,0.9959,612,7,823,128,23979,1000,600
7254,21,0.701,0:00:00,1,1,0.9945,381,365,521,563,27063,1000,600
7254,21,0.701,0:00:00,1,1,0.9761,726,354,831,559,21242,1000,600
7254,21,0.701,0:00:00,1,1,0.9673,583,339,698,571,26591,1000,600
7254,22,0.734,0:00:00,1,1,0.9967,43,370,211,563,31773,1000,600
7254,22,0.734,0:00:00,1,1,0.9962,611,7,824,129,24223,1000,600
7254,22,0.734,0:00:00,1,1,0.9945,381,365,521,563,27015,1000,600
7254,22,0.734,0:00:00,1,1,0.9764,726,354,831,559,21270,1000,600
7254,22,0.734,0:00:00,1,1,0.9738,586,339,698,575,26044,1000,600
7254,23,0.767,0:00:00,1,1,0.9968,43,370,211,563,31885,1000,600
7254,23,0.767,0:00:00,1,1,0.996,611,8,824,129,24051,1000,600
7254,23,0.767,0:00:00,1,1,0.9945,381,366,521,563,26949,1000,600
7254,23,0.767,0:00:00,1,1,0.9753,726,354,830,559,21020,1000,600
7254,23,0.767,0:00:00,1,1,0.973,587,339,696,575,25874,1000,600
7254,24,0.801,0:00:00,1,1,0.9964,611,8,821,129,23756,1000,600
7254,24,0.801,0:00:00,1,1,0.995,45,365,212,557,30805,1000,600
7254,24,0.801,0:00:00,1,1,0.9943,381,365,521,562,26552,1000,600
7254,24,0.801,0:00:00,1,1,0.9778,586,338,694,575,25490,1000,600
7254,24,0.801,0:00:00,1,1,0.9775,726,365,832,563,20756,1000,600
7254,25,0.834,0:00:00,1,1,0.9964,611,8,821,129,23752,1000,600
7254,25,0.834,0:00:00,1,1,0.9949,45,365,212,557,30874,1000,600
7254,25,0.834,0:00:00,1,1,0.9943,381,365,521,562,26631,1000,600
7254,25,0.834,0:00:00,1,1,0.977,725,354,830,559,21264,1000,600
7254,25,0.834,0:00:00,1,1,0.976,587,339,695,575,25419,1000,600
7254,26,0.867,0:00:00,1,1,0.9966,43,371,211,563,31705,1000,600
7254,26,0.867,0:00:00,1,1,0.996,608,13,825,134,25042,1000,600
7254,26,0.867,0:00:00,1,1,0.9943,382,366,521,563,26554,1000,600
7254,26,0.867,0:00:00,1,1,0.9767,725,354,830,559,21354,1000,600
7254,26,0.867,0:00:00,1,1,0.9729,587,339,695,575,25254,1000,600
7254,27,0.901,0:00:00,1,1,0.9962,611,8,823,129,23960,1000,600
7254,27,0.901,0:00:00,1,1,0.9961,43,363,208,559,30586,1000,600
7254,27,0.901,0:00:00,1,1,0.9944,382,364,521,561,26754,1000,600
7254,27,0.901,0:00:00,1,1,0.9768,725,354,830,560,21175,1000,600
7254,27,0.901,0:00:00,1,1,0.9742,588,340,694,575,25061,1000,600
7254,28,0.934,0:00:00,1,1,0.9967,45,365,212,555,30692,1000,600
7254,28,0.934,0:00:00,1,1,0.9963,611,8,823,128,23851,1000,600
7254,28,0.934,0:00:00,1,1,0.9962,385,364,521,557,25439,1000,600
7254,28,0.934,0:00:00,1,1,0.977,726,354,830,560,21107,1000,600
7254,28,0.934,0:00:00,1,1,0.9757,587,339,695,575,25090,1000,600
7254,29,0.968,0:00:00,1,1,0.9968,44,365,212,555,30877,1000,600
7254,29,0.968,0:00:00,1,1,0.9964,611,8,823,128,23812,1000,600
7254,29,0.968,0:00:00,1,1,0.9943,381,366,521,563,26833,1000,600
7254,29,0.968,0:00:00,1,1,0.9767,725,354,830,560,21103,1000,600
7254,29,0.968,0:00:00,1,1,0.9759,588,339,694,576,24965,1000,600
7254,30,1.001,0:00:01,1,1,0.9969,44,364,211,556,30893,1000,600
7254,30,1.001,0:00:01,1,1,0.9964,611,8,822,128,23773,1000,600
7254,30,1.001,0:00:01,1,1,0.9942,381,366,521,563,26649,1000,600
7254,30,1.001,0:00:01,1,1,0.9754,725,354,830,560,21130,1000,600
7254,30,1.001,0:00:01,1,1,0.9733,586,340,694,576,25183,1000,600
7254,31,1.034,0:00:01,1,1,0.997,44,364,212,555,30925,1000,600
7254,31,1.034,0:00:01,1,1,0.9962,611,8,823,128,23862,1000,600
7254,31,1.034,0:00:01,1,1,0.9946,380,365,521,561,26708,1000,600
7254,31,1.034,0:00:01,1,1,0.976,725,354,830,560,21138,1000,600
7254,31,1.034,0:00:01,1,1,0.974,585,339,694,576,25649,1000,600
7254,32,1.068,0:00:01,1,1,0.997,45,364,212,555,30857,1000,600
7254,32,1.068,0:00:01,1,1,0.9964,612,8,824,128,23995,1000,600
7254,32,1.068,0:00:01,1,1,0.9949,381,365,521,562,26725,1000,600
7254,32,1.068,0:00:01,1,1,0.977,587,340,694,576,24949,1000,600
7254,32,1.068,0:00:01,1,1,0.9769,725,354,830,560,21173,1000,600
7254,33,1.101,0:00:01,1,1,0.997,44,363,212,555,30957,1000,600
7254,33,1.101,0:00:01,1,1,0.9964,612,8,823,128,23952,1000,600
7254,33,1.101,0:00:01,1,1,0.9949,381,365,521,562,26720,1000,600
7254,33,1.101,0:00:01,1,1,0.9755,725,354,830,560,21195,1000,600
7254,33,1.101,0:00:01,1,1,0.9749,588,340,694,576,25071,1000,600
7254,34,1.134,0:00:01,1,1,0.9962,611,8,824,128,23970,1000,600
7254,34,1.134,0:00:01,1,1,0.9958,44,365,206,552,29538,1000,600
7254,34,1.134,0:00:01,1,1,0.9948,380,364,521,562,26847,1000,600
7254,34,1.134,0:00:01,1,1,0.9791,725,356,828,561,20992,1000,600
7254,34,1.134,0:00:01,1,1,0.9629,586,330,698,570,25947,1000,600
7254,35,1.168,0:00:01,1,1,0.9969,44,364,212,555,31033,1000,600
7254,35,1.168,0:00:01,1,1,0.9961,611,8,824,129,24015,1000,600
7254,35,1.168,0:00:01,1,1,0.9946,380,365,520,562,26748,1000,600
7254,35,1.168,0:00:01,1,1,0.9777,724,356,827,562,20864,1000,600
7254,35,1.168,0:00:01,1,1,0.9706,586,340,694,576,25310,1000,600
7254,36,1.201,0:00:01,1,1,0.9962,611,9,822,129,23713,1000,600
7254,36,1.201,0:00:01,1,1,0.9961,43,366,206,552,29500,1000,600
7254,36,1.201,0:00:01,1,1,0.9938,379,368,525,559,26955,1000,600
7254,36,1.201,0:00:01,1,1,0.977,725,355,830,559,21258,1000,600
7254,36,1.201,0:00:01,1,1,0.9758,585,339,694,575,25518,1000,600
7254,37,1.234,0:00:01,1,1,0.9964,611,8,822,129,23897,1000,600
7254,37,1.234,0:00:01,1,1,0.9962,43,365,206,552,29591,1000,600
7254,37,1.234,0:00:01,1,1,0.9939,381,367,520,562,26610,1000,600
7254,37,1.234,0:00:01,1,1,0.9769,725,355,830,559,21359,1000,600
7254,37,1.234,0:00:01,1,1,0.9758,586,339,694,576,25410,1000,600
7254,38,1.268,0:00:01,1,1,0.9967,44,365,211,555,30599,1000,600
7254,38,1.268,0:00:01,1,1,0.9964,611,8,822,129,23883,1000,600
7254,38,1.268,0:00:01,1,1,0.9939,381,366,521,563,26615,1000,600
7254,38,1.268,0:00:01,1,1,0.9767,587,339,696,575,25543,1000,600
7254,38,1.268,0:00:01,1,1,0.9766,726,354,830,560,21100,1000,600
7254,39,1.301,0:00:01,1,1,0.9964,611,8,824,129,24075,1000,600
7254,39,1.301,0:00:01,1,1,0.9959,43,366,206,551,29395,1000,600
7254,39,1.301,0:00:01,1,1,0.9942,382,366,521,563,26573,1000,600
7254,39,1.301,0:00:01,1,1,0.9761,726,354,830,560,21129,1000,600
7254,39,1.301,0:00:01,1,1,0.9732,586,339,698,575,26108,1000,600
7254,40,1.334,0:00:01,1,1,0.9964,607,12,826,134,25216,1000,600
7254,40,1.334,0:00:01,1,1,0.995,44,365,211,557,30916,1000,600
7254,40,1.334,0:00:01,1,1,0.9944,381,365,520,562,26617,1000,600
7254,40,1.334,0:00:01,1,1,0.9757,726,354,830,560,21145,1000,600
7254,40,1.334,0:00:01,1,1,0.9738,587,339,694,576,25027,1000,600
7254,41,1.368,0:00:01,1,1,0.9961,43,366,206,551,29531,1000,600
7254,41,1.368,0:00:01,1,1,0.9957,610,9,823,129,23850,1000,600
7254,41,1.368,0:00:01,1,1,0.9942,380,367,525,559,27045,1000,600
7254,41,1.368,0:00:01,1,1,0.9757,726,354,830,560,21054,1000,600
7254,41,1.368,0:00:01,1,1,0.9737,586,339,695,575,25527,1000,600
7254,42,1.401,0:00:01,1,1,0.9961,43,366,206,551,29366,1000,600
7254,42,1.401,0:00:01,1,1,0.996,608,13,825,134,25038,1000,600
7254,42,1.401,0:00:01,1,1,0.9942,379,367,525,559,27123,1000,600
7254,42,1.401,0:00:01,1,1,0.9751,725,355,830,559,21055,1000,600
7254,42,1.401,0:00:01,1,1,0.975,586,339,696,575,25971,1000,600
7254,43,1.435,0:00:01,1,1,0.9957,608,13,825,135,25010,1000,600
7254,43,1.435,0:00:01,1,1,0.9956,43,365,206,552,29566,1000,600
7254,43,1.435,0:00:01,1,1,0.9943,381,366,521,563,26506,1000,600
7254,43,1.435,0:00:01,1,1,0.9751,725,354,830,560,21124,1000,600
7254,43,1.435,0:00:01,1,1,0.9741,586,338,696,575,25875,1000,600
7254,44,1.468,0:00:01,1,1,0.9965,43,370,211,563,31778,1000,600
7254,44,1.468,0:00:01,1,1,0.9963,611,8,823,129,23878,1000,600
7254,44,1.468,0:00:01,1,1,0.9941,381,366,521,563,26527,1000,600
7254,44,1.468,0:00:01,1,1,0.9769,726,354,830,560,21091,1000,600
7254,44,1.468,0:00:01,1,1,0.9751,587,338,697,575,25787,1000,600
7254,45,1.501,0:00:01,1,1,0.997,45,364,212,555,30601,1000,600
7254,45,1.501,0:00:01,1,1,0.9963,611,8,824,129,24144,1000,600
7254,45,1.501,0:00:01,1,1,0.9944,381,365,520,562,26453,1000,600
7254,45,1.501,0:00:01,1,1,0.9768,725,353,830,560,21136,1000,600
7254,45,1.501,0:00:01,1,1,0.9707,587,339,698,575,26046,1000,600
7254,46,1.535,0:00:01,1,1,0.9969,45,365,212,555,30544,1000,600
7254,46,1.535,0:00:01,1,1,0.9961,611,8,823,129,24042,1000,600
7254,46,1.535,0:00:01,1,1,0.9944,381,365,520,562,26520,1000,600
7254,46,1.535,0:00:01,1,1,0.9768,725,354,830,560,21073,1000,600
7254,46,1.535,0:00:01,1,1,0.9684,586,339,696,575,25879,1000,600
7254,47,1.568,0:00:01,1,1,0.997,45,364,211,555,30526,1000,600
7254,47,1.568,0:00:01,1,1,0.9963,608,13,825,134,25120,1000,600
7254,47,1.568,0:00:01,1,1,0.9941,381,366,521,563,26668,1000,600
7254,47,1.568,0:00:01,1,1,0.9755,725,355,830,560,21090,1000,600
7254,47,1.568,0:00:01,1,1,0.9719,586,339,695,575,25428,1000,600
7254,48,1.601,0:00:01,1,1,0.9964,610,8,823,129,23986,1000,600
7254,48,1.601,0:00:01,1,1,0.9959,44,364,205,552,29323,1000,600
7254,48,1.601,0:00:01,1,1,0.9943,381,365,520,562,26561,1000,600
7254,48,1.601,0:00:01,1,1,0.9756,725,355,830,558,21224,1000,600
7254,48,1.601,0:00:01,1,1,0.9747,586,339,695,575,25515,1000,600
7254,49,1.635,0:00:01,1,1,0.9965,610,8,824,129,24122,1000,600
7254,49,1.635,0:00:01,1,1,0.9958,44,365,206,552,29349,1000,600
7254,49,1.635,0:00:01,1,1,0.9944,381,365,520,562,26587,1000,600
7254,49,1.635,0:00:01,1,1,0.9751,725,354,831,559,21272,1000,600
7254,49,1.635,0:00:01,1,1,0.9745,586,339,694,575,25262,1000,600
7254,50,1.668,0:00:01,1,1,0.9962,611,8,823,129,23988,1000,600
7254,50,1.668,0:00:01,1,1,0.9948,49,371,207,561,29702,1000,600
7254,50,1.668,0:00:01,1,1,0.9941,382,365,521,563,26780,1000,600
7254,50,1.668,0:00:01,1,1,0.9753,725,354,830,560,21113,1000,600
7254,50,1.668,0:00:01,1,1,0.9736,586,338,696,575,25802,1000,600
7254,51,1.701,0:00:01,1,1,0.9966,45,363,212,555,31100,1000,600
7254,51,1.701,0:00:01,1,1,0.9964,611,8,824,129,23998,1000,600
7254,51,1.701,0:00:01,1,1,0.994,381,366,521,563,26673,1000,600
7254,51,1.701,0:00:01,1,1,0.9789,725,354,828,562,21230,1000,600
7254,51,1.701,0:00:01,1,1,0.974,586,339,696,575,25792,1000,600
7254,52,1.735,0:00:01,1,1,0.9968,45,363,212,555,30912,1000,600
7254,52,1.735,0:00:01,1,1,0.9964,611,8,824,129,24024,1000,600
7254,52,1.735,0:00:01,1,1,0.9941,382,365,521,563,26694,1000,600
7254,52,1.735,0:00:01,1,1,0.9756,725,354,830,560,21221,1000,600
7254,52,1.735,0:00:01,1,1,0.9741,586,339,695,575,25421,1000,600
7254,53,1.768,0:00:01,1,1,0.9963,610,8,824,129,24102,1000,600
7254,53,1.768,0:00:01,1,1,0.9949,49,372,207,560,29437,1000,600
7254,53,1.768,0:00:01,1,1,0.9941,381,366,521,563,26729,1000,600
7254,53,1.768,0:00:01,1,1,0.9753,725,355,830,558,20946,1000,600
7254,53,1.768,0:00:01,1,1,0.975,585,339,694,576,25695,1000,600
7254,54,1.802,0:00:01,1,1,0.9964,610,8,823,129,24116,1000,600
7254,54,1.802,0:00:01,1,1,0.995,45,365,212,557,30799,1000,600
7254,54,1.802,0:00:01,1,1,0.994,381,366,521,563,26815,1000,600
7254,54,1.802,0:00:01,1,1,0.9755,586,338,696,575,25758,1000,600
7254,54,1.802,0:00:01,1,1,0.9745,725,355,830,558,20979,1000,600
7254,55,1.835,0:00:01,1,1,0.9967,45,365,211,555,30517,1000,600
7254,55,1.835,0:00:01,1,1,0.9963,610,7,824,128,24189,1000,600
7254,55,1.835,0:00:01,1,1,0.994,381,366,521,563,26659,1000,600
7254,55,1.835,0:00:01,1,1,0.9735,725,354,830,560,21075,1000,600
7254,55,1.835,0:00:01,1,1,0.9717,587,339,695,575,25515,1000,600
7254,56,1.868,0:00:01,1,1,0.9968,45,367,212,554,30282,1000,600
7254,56,1.868,0:00:01,1,1,0.9966,611,8,824,128,23953,1000,600
7254,56,1.868,0:00:01,1,1,0.9961,384,363,521,558,25951,1000,600
7254,56,1.868,0:00:01,1,1,0.9756,726,354,830,559,20924,1000,600
7254,56,1.868,0:00:01,1,1,0.9749,587,339,695,575,25477,1000,600
7254,57,1.902,0:00:01,1,1,0.9969,45,366,212,554,30360,1000,600
7254,57,1.902,0:00:01,1,1,0.9966,610,8,824,129,24173,1000,600
7254,57,1.902,0:00:01,1,1,0.9962,384,363,521,557,25938,1000,600
7254,57,1.902,0:00:01,1,1,0.975,726,354,830,559,20907,1000,600
7254,57,1.902,0:00:01,1,1,0.974,586,339,696,575,25715,1000,600
7254,58,1.935,0:00:01,1,1,0.9968,45,365,212,555,30517,1000,600
7254,58,1.935,0:00:01,1,1,0.9965,610,8,824,129,24178,1000,600
7254,58,1.935,0:00:01,1,1,0.9943,382,366,521,563,26605,1000,600
7254,58,1.935,0:00:01,1,1,0.9769,725,356,828,562,20881,1000,600
7254,58,1.935,0:00:01,1,1,0.9717,587,339,695,575,25203,1000,600
7254,59,1.968,0:00:01,1,1,0.9969,610,8,824,128,24066,1000,600
7254,59,1.968,0:00:01,1,1,0.995,49,372,207,560,29539,1000,600
7254,59,1.968,0:00:01,1,1,0.9944,382,366,521,563,26625,1000,600
7254,59,1.968,0:00:01,1,1,0.9772,725,356,828,563,20939,1000,600
7254,59,1.968,0:00:01,1,1,0.9682,586,340,695,576,25497,1000,600
7254,60,2.002,0:00:02,1,1,0.9967,45,365,212,555,30368,1000,600
7254,60,2.002,0:00:02,1,1,0.9966,611,9,822,128,23720,1000,600
7254,60,2.002,0:00:02,1,1,0.9942,382,366,521,562,26645,1000,600
7254,60,2.002,0:00:02,1,1,0.9754,725,355,830,559,21016,1000,600
7254,60,2.002,0:00:02,1,1,0.9685,584,340,693,576,25653,1000,600
7254,61,2.035,0:00:02,1,1,0.9967,612,8,823,128,23828,1000,600
7254,61,2.035,0:00:02,1,1,0.9948,45,364,211,557,30739,1000,600
7254,61,2.035,0:00:02,1,1,0.9942,382,365,521,563,26678,1000,600
7254,61,2.035,0:00:02,1,1,0.9734,725,355,830,559,21082,1000,600
7254,61,2.035,0:00:02,1,1,0.9678,585,340,694,576,25602,1000,600
7254,62,2.068,0:00:02,1,1,0.9968,612,8,824,128,23791,1000,600
7254,62,2.068,0:00:02,1,1,0.9951,45,365,212,557,30694,1000,600
7254,62,2.068,0:00:02,1,1,0.9944,382,365,520,562,26674,1000,600
7254,62,2.068,0:00:02,1,1,0.9727,725,354,830,559,21022,1000,600
7254,62,2.068,0:00:02,1,1,0.9658,585,340,694,576,25415,1000,600
7254,63,2.102,0:00:02,1,1,0.9969,612,8,824,128,23894,1000,600
7254,63,2.102,0:00:02,1,1,0.995,46,365,212,557,30697,1000,600
7254,63,2.102,0:00:02,1,1,0.9947,382,363,522,557,26177,1000,600
7254,63,2.102,0:00:02,1,1,0.9737,725,355,830,559,21079,1000,600
7254,63,2.102,0:00:02,1,1,0.9679,586,339,693,576,25187,1000,600
7254,64,2.135,0:00:02,1,1,0.9964,612,8,823,128,23820,1000,600
7254,64,2.135,0:00:02,1,1,0.9951,46,365,212,557,30718,1000,600
7254,64,2.135,0:00:02,1,1,0.9945,382,363,522,557,26242,1000,600
7254,64,2.135,0:00:02,1,1,0.9746,725,354,830,559,21025,1000,600
7254,64,2.135,0:00:02,1,1,0.9716,586,339,695,575,25515,1000,600
7254,65,2.169,0:00:02,1,1,0.9963,611,8,823,128,23814,1000,600
7254,65,2.169,0:00:02,1,1,0.9951,45,365,212,557,30711,1000,600
7254,65,2.169,0:00:02,1,1,0.9947,382,363,522,557,26222,1000,600
7254,65,2.169,0:00:02,1,1,0.9752,725,354,830,559,21076,1000,600
7254,65,2.169,0:00:02,1,1,0.9715,586,339,695,576,25502,1000,600
7254,66,2.202,0:00:02,1,1,0.9964,611,8,822,128,23796,1000,600
7254,66,2.202,0:00:02,1,1,0.9947,382,363,522,557,26344,1000,600
7254,66,2.202,0:00:02,1,1,0.9945,45,363,212,557,31130,1000,600
7254,66,2.202,0:00:02,1,1,0.9758,725,354,830,559,21024,1000,600
7254,66,2.202,0:00:02,1,1,0.9724,586,339,695,576,25736,1000,600
7254,67,2.235,0:00:02,1,1,0.9963,612,7,823,128,23843,1000,600
7254,67,2.235,0:00:02,1,1,0.996,44,363,205,552,29576,1000,600
7254,67,2.235,0:00:02,1,1,0.9945,382,363,522,557,26186,1000,600
7254,67,2.235,0:00:02,1,1,0.9763,725,354,830,559,21120,1000,600
7254,67,2.235,0:00:02,1,1,0.9713,586,339,694,576,25296,1000,600
7254,68,2.269,0:00:02,1,1,0.9968,44,363,212,555,30934,1000,600
7254,68,2.269,0:00:02,1,1,0.9965,612,7,823,128,23897,1000,600
7254,68,2.269,0:00:02,1,1,0.9945,382,363,522,557,26358,1000,600
7254,68,2.269,0:00:02,1,1,0.9758,725,354,830,559,21107,1000,600
7254,68,2.269,0:00:02,1,1,0.9724,587,338,696,575,25973,1000,600
7254,69,2.302,0:00:02,1,1,0.9969,44,363,212,555,30847,1000,600
7254,69,2.302,0:00:02,1,1,0.9963,612,7,823,128,23854,1000,600
7254,69,2.302,0:00:02,1,1,0.9948,382,363,522,557,26242,1000,600
